"Ano_Ref","id_mun","ES001","POP_URB","ES006","ES028","FN001","FN003","FN006","FN013","FN024","FN033","FN043","FN048","FN053","FN058"
2015,2914703,8368,52166,229.85,27.76,10254049.08,261767.34,10616854.7,1117540.13,292808.13,927305.68,NA,NA,2657834.2,2800580.17
2016,2915502,19888,17331,0,0,1698229.86,0,1698229.86,93825.9,0,29615,0,0,0,0
2013,2915502,20878,17480,0,0,1583403.19,0,1583403.19,160576.45,0,57573,0,0,0,0
2015,2915601,40219,53085,1496.84,509.36,12937291.52,4534951.58,13078968.51,697866.44,1619519.73,2520040.01,NA,NA,0,0
2016,2918803,2903,6603,111.45,27.44,1227918.91,358090.16,1213455.09,62909.96,99515.61,276251.72,NA,NA,0,0
2013,2922102,4900,14744,0,NA,1507277.13,66600,1551861.74,159500.59,0,44572.58,0,0,0,0
2015,2924009,33848,102726,1322.54,99.98,23019989.67,4301522.52,22546834.11,817069.76,505661.91,2214066.63,NA,NA,9728666.46,9839395.55
2013,2928802,453,30180,15.42,NA,4525847.99,10822.92,4499241.06,597989.09,0,9192484.43,NA,NA,NA,NA
2015,2931509,2400,7168,0,1,1859141.55,1457.54,1979558.92,703901.28,1727.86,4142.64,1457.54,57829.79,0,0
2015,2109239,100,4184,0,1,490,50,400,25000,NA,NA,0,0,0,0
2015,2110401,11000,11333,0,0,539785.1,60000,490266.63,182566.84,0,0,0,0,0,0
2016,2111201,55654,40707,1952.11,106,24574387,6255605.85,12651202.75,4320072.85,1286418.31,12403337.02,0,0,0,0
2013,2208007,17802,60394,742.7,38.94,11095101.74,1406385.06,11819750.97,1555710.98,1213334.33,1279348.79,0,0,0,0
2011,2902906,581,22598,22.12,6,2092074,23625,2055647,212575,NA,NA,NA,NA,NA,NA
2009,2903409,11431,12116,474.36,163.28,1576445.23,492637.95,1592807.78,138744.11,NA,NA,0,0,0,0
2010,2914000,1408,29009,47.03,NA,3133688,33250,3581631,542316,NA,NA,NA,NA,NA,NA
2010,2914604,7429,61019,120.04,1.7,6630136,160466,7499861,1303802,NA,NA,NA,NA,NA,NA
2009,2918902,2500,2129,0,NA,240465.91,0,267246.71,27808.47,NA,NA,0,0,0,0
2007,2920601,9477,22516,325.3,189,2101629.86,344535.98,2241550.87,189843.94,0,0,NA,NA,NA,NA
2008,2928802,468,24525,18.23,0,1866592.29,7126.78,1998674.3,643428.07,0,1621000,NA,NA,NA,NA
2011,2931509,3000,6708,0,0,968615,0,1124107,747515,NA,NA,0,0,0,0
2010,2933307,159966,274739,6832.68,926.14,40432790,14606407,43437673,3575292,23153000,NA,NA,NA,NA,NA
2005,2903904,7550,40120,1100,380,2446903,204859,2446903,361552,61999,156746,NA,NA,NA,NA
2002,2925303,54536,90305,1494.9,NA,3405369.69,1134870.15,3576100.04,NA,1491345,NA,NA,NA,NA,NA
2005,2926301,765,13726,26.1,NA,1186136.88,13164.13,1282020.63,34258.17,0,0,NA,NA,NA,NA
2002,2111300,471044,872760,0,NA,52312269,20951349,35012474,10338400,1306848,36648713,NA,NA,NA,NA
2022,2904209,2538,NA,122.8,61,2476742.29,710628.38,2406889.36,238094.46,46763.98,328643.95,0,0,0,0
2022,2912707,16378,NA,0,4,2955882.25,16500,3083009.7,183109.55,5422.3,410505.96,338000,477000,0,0
2020,2902658,750,4530,0,0,1011252.54,0,1052410.44,490954.01,0,39950.79,0,22844.3,0,0
2018,2904605,5102,46840,168.27,0,14567447.51,372931.99,14416354.56,1302360.79,355993,1688174.93,NA,NA,0,0
2019,2905701,139244,285593,3212.38,2574.67,116543891.31,17114876.87,112317113.49,9501748.04,8150984.44,40922833.9,NA,NA,NA,NA
2017,2906873,2061,25705,65.3,0,6200823.82,130496.95,6370839.49,450006.04,541823.59,960043.74,NA,NA,0,0
2017,2910404,3983,4182,160.12,92.69,1323585.53,430979.79,1073300.43,151127.92,0,0,NA,NA,0,0
2020,2911709,42966,67402,2143.39,429.99,35195071.32,11804968.46,32060908.47,833996.28,495747.49,1922641.49,NA,NA,NA,NA
2018,2915353,1000,2815,0,0.01,967018.01,1000,911775.01,279328.28,0,152742.24,0,720000,0,0
2017,2915403,3544,5787,146.7,40.56,1155913.98,393856.66,1077184.17,37511.61,0,0,NA,NA,0,0
2018,2917102,20165,18519,0,0,3063109.45,0,3063109.45,274060.44,0,185126.15,0,0,0,0
2019,2917607,17395,41449,500.02,5.68,9687802.53,2184200.08,8955280.06,1100294.5,24918.89,1238935.88,NA,NA,NA,NA
2021,2918902,756,2221,0,10,981576.02,0,971507.61,131280,47.73,234696.7,0,0,0,0
2020,2925709,2050,3745,0,3.7,943209.36,0,966485.79,18232.37,0,72069.58,0,78452.22,0,0
2018,2926707,3390,6329,131.28,48,1799894.64,484676.7,1629625.88,145545.95,0,1333.77,NA,NA,0,0
2018,2928109,11027,23586,202.75,40.37,7320752.68,606242.58,7320752.68,1164819.08,0,109202.93,0,0,0,0
2017,2928109,10500,24679,592.25,101.25,6692699.61,312507.73,6907876.81,1022623.77,73380,194264.3,0,0,0,0
2018,2100550,2496,5208,0,29,270000,50000,245000,51700,NA,NA,0,0,0,0
2020,2202901,3993,16497,139.82,29.05,4827302.39,710069.73,6147194.58,716430.7,0,22149.92,0,0,0,0
2014,2903102,3930,3930,0,NA,575354.3,1,603395.68,26475.26,0,23145.65,0,0,0,0
2016,2904308,15166,5243,0,0,1612951.4,0,1403369.97,321111.06,259.17,7398.51,50000,60000,0,0
2014,2906303,12653,26767,570.86,143.77,4221788.05,1216149.37,4148338.62,133963.41,21841.94,89140.67,NA,NA,NA,NA
2016,2906907,2498,11960,27.83,0,2811244.25,109387.28,2650920.92,159309.18,4224818.32,8702300.17,NA,NA,0,0
2015,2910503,2835,25714,138.39,59.19,5043987.57,316044.53,4669741.06,393836.06,22644.47,54291.42,NA,NA,0,0
2014,2911501,5000,5265,0,200,557414.61,0,546042.49,72572.82,0,14970.99,10000,125000,NA,NA
2013,2913002,1510,3689,55.64,3.22,445560.13,86666.22,484730.54,91492.05,0,14162.1,NA,NA,NA,NA
2015,2914604,13801,67656,364.37,44.94,13868724.87,885766.35,13948574.4,3259116.02,471147.64,2231983.59,NA,NA,0,0
2016,2914653,1034,23534,45.47,0.01,3560337.64,34878.59,3219435.57,323911.75,6253.73,34665.26,NA,NA,0,0
2013,2914901,5777,15008,210.4,425.74,2844707.18,564073.77,2758434.41,201340.9,984542.38,1059976.79,0,18000,0,0
2012,2914901,5389,14167,165.05,391.53,2709694.01,399883.11,2993846.45,199098.5,847000,NA,0,18000,0,0
2012,2915403,2980,5707,104.47,41.54,690601.76,154966.12,754512.22,39350.5,NA,NA,NA,NA,NA,NA
2015,2917607,17691,42230,521.75,30.82,6726406.09,1338545.81,7071126.12,821210.43,49406.85,132637.82,NA,NA,0,34542.66
2013,2917607,12666,41813,346.67,22.39,5328956.97,785988.31,5457425.38,562744.12,456692.02,600382.6,NA,NA,NA,NA
2012,2924108,3000,1745,0,12,139275.6,0,149428.17,47305,NA,NA,0,0,0,0
2014,2926004,12128,25337,845,115,2693990.8,973587.9,2693990.8,294076.15,0,68370.12,0,0,0,0
2013,2926301,643,21096,21.54,NA,3454884.65,29301.39,3340520.76,83827.62,0,137690.04,NA,NA,NA,NA
2012,2929800,5334,6689,0,0,687767.91,0,768559.11,61590.95,NA,NA,0,0,0,0
2014,2932507,1281,14048,44.97,19.16,1760252.55,73290.01,1828402.32,94149.68,8436.82,79488.16,NA,NA,NA,NA
2016,2933158,8871,8832,284.14,3.06,2166189.33,789885.23,2001644.41,188029.27,592517.67,770834.91,NA,NA,0,0
2014,2110401,11000,11291,0,NA,506737.34,60000,511607.18,119835.08,0,30910.88,0,0,0,0
2015,2200400,2190,28018,57.33,15.76,2341084.68,113464.46,2312001.76,540188.13,0,0,NA,NA,0,0
2011,2904605,2338,45262,61.36,0,6889385,75083,7314890,588377,NA,NA,NA,NA,NA,NA
2010,2909901,13719,13719,NA,2.5,905168.17,60102.92,905168.17,144449.6,18226.3,51167.1,NA,NA,NA,NA
2011,2910701,2843,27583,53.58,0,4024662,89735,4266109,751211,2293000,2293000,NA,NA,NA,NA
2008,2919207,40697,153016,2714.2,109.98,20244662.57,1678672.11,20243035.05,2034076.23,0,0,NA,NA,NA,NA
2008,2920601,10362,23341,390.1,198.36,2329512.59,437813.71,2419005.7,181160.47,0,0,NA,NA,NA,NA
2011,2923506,2752,5282,73.69,10.01,566913,128246,590923,60758,0,3000,NA,NA,NA,NA
2007,2925303,60690,95814,2685.59,3374,9236003.49,3810118.3,10025474.59,1933180.68,63000,63000,NA,NA,NA,NA
2010,2105302,62149,234547,5188.08,3003,27249527.6,6093463.02,18477227.78,250425.19,0,136109.02,NA,NA,NA,NA
2011,2111300,468203,970416,4917.29,1526.22,118113908.1,49302195.14,93702660.9,38203999.65,0,7031190.28,0,0,0,0
2010,2211001,123923,767557,5211,3459.5,124973761.91,16864458.31,110900593.11,15737641.24,117151053.09,146138004.62,225700.54,6720660.66,0,7228471.61
2002,2913606,65655,161876,2200.3,NA,7809679.3,2119384.5,7651800.93,NA,NA,NA,NA,NA,NA,NA
2003,2918407,100535,144050,6220.8,88.26,7045365.41,1524760.63,7989520.65,977846.84,49786.26,1282321.67,NA,NA,NA,NA
2003,2930501,1803,40260,98.4,5.9,2409893.9,28454.94,2006212,NA,0,0,NA,NA,NA,NA
2001,2933307,89691,229579,4314.2,NA,11666873,3486999,12889974.4,NA,NA,NA,NA,NA,NA,NA
2022,2906808,20000,NA,0,NA,5561600.37,0,5744432.88,2952510.3,11828.09,672195.76,0,0,0,0
2022,2910727,12057,NA,412.3,121.29,28681484.54,981887.17,29790699.44,3313374.81,67092.96,2567100.67,0,0,0,0
2022,2926806,1352,NA,43.91,20.56,2378847.6,307807.39,2225471.58,508245.11,47365.53,269394.02,0,0,0,0
2022,2927903,7372,NA,300.56,74.18,3229052.78,1150718.47,3258994.87,348420.87,314064.11,519611.45,0,0,0,0
2020,2903201,111154,141342,4690.98,1715.57,67183150.79,23883178.56,63475675.18,2161823.04,3140264.3,5559066.43,NA,NA,NA,NA
2018,2905008,5200,13793,30,5,3738444.56,0,3530329.16,184345.54,0,0,20000,360000,0,1200000
2021,2905404,2337,9891,183,324.8,5884359.91,1152057.04,6106852.08,634175.3,143722.41,661324.63,0,0,0,0
2020,2906824,6450,9262,0,NA,2125801.88,0,2072653.95,170605.32,0,89952.52,0,0,0,0
2020,2907202,31000,41940,0,95,4013326.39,736997.24,4235859.67,121088.88,0,0,0,0,0,0
2018,2907202,27000,41258,1396,88.53,3825731.19,820342.58,3753229.74,102888.53,0,22244.13,0,0,0,0
2017,2908507,1447,26472,48.89,0,2050747.54,45709.29,2030448.58,128032.66,0,0,NA,NA,0,0
2021,2910727,12627,107550,416.42,130.54,26840764.56,916568.93,27858537.56,2839463.77,34624.8,1372782.09,0,0,0,0
2017,2914653,1021,23668,32.09,145.29,3776943.39,45267.79,3471725.2,360264.14,0,0,NA,NA,0,0
2020,2919207,87631,201635,10176.24,692.61,72617263.12,10832471.88,69583671.01,5205127.41,2741200.58,14809471.54,NA,NA,NA,NA
2018,2919926,15769,20114,627.62,558,7030621.54,2135100.68,6816071.64,373957.9,0,0,NA,NA,0,0
2019,2922607,6500,3469,0,0,752678.36,0,880140.69,6572.88,0,0,8000,20850,0,0
2019,2925303,102195,121918,4782.55,4408.61,44443198.36,19263299.99,41841486.42,3430566.53,1003756.68,2294111.95,NA,NA,NA,NA
2017,2926301,635,20825,21.17,0,5086011.26,41959.69,5013434.68,166525.99,0,0,NA,NA,0,0
2019,2926707,3116,6300,117.2,39.51,2019842.9,542289.09,1932234.88,175087.28,4600,30473.18,NA,NA,NA,NA
2018,2929503,2526,34692,154.66,0,5701017.48,85077.77,5785652.67,909357.41,0,0,NA,NA,0,0
2021,2930105,5101,61738,143.73,127.21,18768304.74,269770.02,19010662.35,4030290.39,11348233.8,16248215.4,0,0,0,0
2018,2930105,5679,60791,172.61,146,15270216.11,216572.64,14994830.43,2433010.99,192378.93,2486764.64,NA,NA,0,0
2021,2931301,7668,13111,0,0,1885793.95,0,1881445.04,411290.49,786.16,115046.49,0,150000,0,0
2019,2931350,71654,149956,2768.12,792.92,36133130.33,10550825.07,35154903.81,1876180.92,3296417.12,3419565.53,NA,NA,NA,NA
2021,2201804,737,1802,24.72,2.03,576789.39,69677.34,583405.26,134060.85,0,8976.52,0,0,0,0
2017,2203909,2293,51078,106.44,30.66,12226413.9,128252.13,13627921.18,1923651.05,0,175707.47,0,0,0,0
2020,2204303,6800,7643,0,16,1254751.52,0,1138421.35,424586.33,0,8623.28,0,0,0,0
2018,2211100,18858,21821,401.27,104.82,4208236.38,1230774.75,4367886.19,529473.96,0,2530.66,0,0,0,0
2014,2903904,37000,46794,1300,485,6354234,960894,6564463,688880,344730,709460,0,0,0,0
2013,2913507,1971,15663,56.71,2.35,1917994.1,75537.5,1878359.59,116793.19,0,29239.79,NA,NA,NA,NA
2014,2914000,3473,30392,92.15,15.05,5876753.64,125205.6,6314735.29,691896.87,4855307.69,5601092.72,NA,NA,NA,NA
2013,2914000,3263,30432,26.64,8.62,5390040.25,88925.03,5540448.64,689160.85,0,53369.55,NA,NA,NA,NA
2012,2915601,13207,49760,0,268.95,7242716.89,28676.53,6893522.43,544401.82,542000,NA,NA,NA,NA,NA
2016,2917359,2960,3096,185.8,0,739459.15,221837.74,944508.64,191120.75,0,0,0,0,0,0
2012,2926301,675,19919,21.56,NA,2939605.31,34913.54,3000548.64,74232.09,NA,NA,NA,NA,NA,NA
2014,2929305,2087,18403,82.16,40.32,3150131.07,111512.03,3214590.14,349048.38,4846.13,81602.02,NA,NA,NA,NA
2016,2930105,51659,62478,132.05,7049.9,13356555.98,160605.48,13175453.47,2248156.61,1168159.95,3694847.4,98000,98000,0,0
2016,2932705,2612,17323,114.06,26.45,2416819.99,106857.42,2545962.66,123012.21,1314.51,16116.43,NA,NA,0,0
2015,2107506,29255,88374,276,61,12625322.52,3020401.53,4985116.85,2857963.34,52457.16,4231920,0,0,0,0
2013,2201606,10014,6326,1000,10,515416.3,10,579308.92,36577.15,0,0,2000,6500,0,0
2015,2208007,19314,60793,807.18,53.42,12264269.24,1544072.39,12223452.66,2376408.29,679127.9,679127.9,NA,NA,0,0
2016,2210409,1850,6480,0,NA,911766.05,0,877985.83,82731.54,0,0,5500,165910,0,0
2011,2903904,24400,43534,275,250,4330150,537320,5974908,536082,17492,147090,0,0,0,0
2007,2904902,6582,16426,229.03,401,1662128.84,136657.4,1880235.15,210801.57,0,0,NA,NA,NA,NA
2008,2907301,681,14377,22.23,0,1251677.09,14477.26,1447269.04,172665.79,0,0,NA,NA,NA,NA
2011,2909505,2789,3183,82.85,35.23,401828,145872,373225,184308,NA,NA,NA,NA,NA,NA
2009,2909505,2802,3762,81.22,16.92,317291.37,108424.67,321115.05,160740.55,41000,NA,0,0,0,0
2008,2914703,3672,47319,136.85,1.2,4613594.53,82751.59,4638471.26,464955.2,0,0,NA,NA,NA,NA
2010,2916401,60197,66276,497.42,2.9,4567148.25,1044674.38,4839654.44,771384.85,71053.85,234414.49,NA,NA,NA,NA
2010,2920601,11805,25093,440.77,208.4,3316719,621953,3561279,209050,NA,NA,NA,NA,NA,NA
2009,2922409,7891,9639,282.13,100.14,1166967.52,409475.44,1202720.38,84568.47,NA,NA,0,0,0,0
2010,2927408,2033890,2674923,129111.26,45904.13,620238294,222784829,591805934,48690771,17641000,66358000,NA,NA,NA,NA
2009,2202901,1785,14600,0,97.73,1403377.02,136702.8,1588709.47,242150.06,0,1470863.19,0,0,0,0
2005,2904605,1733,42569,57.2,0,3169284.36,21596.34,3370601.21,348064.03,0,3666000,NA,NA,NA,NA
2005,2102804,750,14109,NA,0,775931.14,0,775931.14,146668.66,0,40164.97,NA,NA,NA,NA
1999,2926004,20323,19142,1804.3,NA,800853,208182,800853,66026.43,38657.36,86345.92,NA,NA,NA,NA
2022,2911857,3000,NA,0,0,1754031.15,0,1586793.27,464343.33,4762.85,336713.62,0,0,0,0
2022,2922250,604,NA,42.62,15.49,1600689.44,201395.07,1570632.4,291602.51,87032.01,204332.19,0,0,0,0
2019,2904506,1900,2977,0,NA,769775.96,0,739736.38,39720.71,0,4370.14,0,0,0,NA
2017,2905701,113732,283455,2549.64,1489.79,95258132.69,10614333.92,92429033.14,9948916.89,11687130.08,46289994.52,NA,NA,0,0
2020,2906105,2122,3325,90.33,43.22,1523014.36,425969.24,1600272.43,318203.38,14471.06,81406.81,NA,NA,NA,NA
2017,2907707,2671,2841,86.69,0,1264864.18,158707.13,1187287.39,86487.14,0,0,NA,NA,0,0
2021,2908606,5775,13466,228.51,81.87,4866748.19,1036166.95,5041786.75,383348.98,94688.64,768380.61,0,0,0,0
2020,2909307,8048,12984,0,NA,3669716.39,0,3669716.39,572058.14,0,116518,0,0,0,0
2017,2909505,2597,3517,79.98,9.74,764838.97,272856.74,658470.29,259177.7,0,32939.69,NA,NA,0,0
2020,2910701,8307,29641,373.62,19.65,10700802.19,1692269.12,10503638.89,762164.6,453025.67,1281184.74,NA,NA,NA,NA
2019,2911402,1939,2854,68.7,59.15,2292868.67,337735.9,2118721.83,184683.13,0,0,NA,NA,NA,NA
2021,2914109,4151,6410,152.8,53.36,2014800.06,680283.52,1949031.38,180494.97,172343.16,269224.21,0,0,0,0
2017,2916104,11955,22866,494.37,349.68,5932391.32,1714126.36,7310091.33,629471.92,0,151457.21,NA,NA,0,0
2020,2917201,6270,6896,0,0,1625132.56,0,1693710.74,15329.56,0,85856.06,0,16000,0,0
2018,2918209,4037,5738,150.1,159,1557832.5,471377.74,1773369.71,145806.7,1312.5,1312.5,NA,NA,0,0
2019,2921708,14704,20411,443.13,0,5851317.94,1989284.76,5667915.73,288078.59,177148.49,177148.49,NA,NA,NA,NA
2019,2922003,11322,31859,563.55,50.56,4590158.74,1175765.91,4494612.05,394306.83,0,438959.18,NA,NA,NA,NA
2021,2923357,3386,6782,121.41,13.02,2548092.74,604040.35,2640252.88,752327.55,18361.18,246892.88,0,0,0,0
2019,2929305,2749,18621,64.7,12.55,5915876.99,154052.37,6142117.64,1122231.14,0,0,NA,NA,NA,NA
2020,2931608,5132,5132,0,1,858640.72,0,911149.33,56889.46,0,22278.26,0,0,0,0
2021,2932507,1714,11288,78.95,23.89,3067084.33,224678.94,3004039.09,183772.3,23829.6,255650.43,0,0,0,0
2019,2933158,9163,8307,252.52,1.8,2799200.04,1093732.8,2544672.8,166040.38,0,0,NA,NA,NA,NA
2021,2103307,11379,84705,0,726,12575429.06,781125.31,12967142.55,3796801.43,0,712775.21,0,0,0,0
2019,2104057,4000,30174,70,1,2500000,0,3700000,8e+05,NA,NA,0,0,0,0
2020,2112209,5412,147965,242.64,37.53,32842360.1,442376.85,31500391.31,6349156.94,2443087.94,11964493.18,0,0,0,0
2020,2201903,10200,19771,384,NA,5765138.47,0,6147194.58,1233531.18,0,27864.42,0,0,0,0
2019,2205359,1800,712,0,0,0,0,0,42384.66,NA,NA,0,43000.56,0,0
2016,2903904,47587,47587,1186,625,7648059,1186200,8057773,964500,13636,251714,0,0,0,0
2015,2906105,3502,3476,112.85,0,979727.98,314440.89,1006309.88,69581.36,193933.71,461026.04,NA,NA,0,601146.45
2012,2907707,2475,2646,82.94,NA,831068.86,94639.04,868702.1,74258.17,184000,NA,NA,NA,NA,NA
2015,2911402,3938,3014,38.72,23.37,1504578.99,129358.52,1548844.58,251635.85,191597.16,306662.53,0,0,0,0
2013,2917359,2200,3190,145.23,0,691472.32,120015.32,691610.22,171943.03,0,8430,0,0,0,0
2014,2921708,12385,21118,350.34,0,3422427.46,990974.84,3407624.85,151962.36,777921.36,1036538.61,NA,NA,NA,NA
2007,2910057,17939,50758,930.95,67,4034998.47,991552.3,3438169.33,1320564.1,0,0,NA,NA,NA,NA
2008,2914000,1694,28080,66.19,0,2416132.94,28450.36,2508492.28,484738.54,0,0,NA,NA,NA,NA
2008,2918209,2941,5354,93.54,66.57,510723.47,145806.7,467385.87,192784,0,0,NA,NA,NA,NA
2007,2918803,2648,5712,98.31,26,499655.74,148070.26,486893.43,41567.52,0,0,NA,NA,NA,NA
2010,2919207,45355,163449,2594.74,10.14,26351240,2362574,27131581,NA,NA,NA,NA,NA,NA,NA
2010,2926707,2268,6309,35.4,15.52,629556,66844,647938,66202,684000,NA,NA,NA,NA,NA
2007,2928802,472,23558,18.53,NA,1587439.38,6531.32,1637180.69,738093.88,0,128000,NA,NA,NA,NA
2009,2931350,5037,116324,215.35,NA,9101314.07,135777.99,9692699.76,805109.82,3007000,NA,0,0,0,0
2010,2111300,463904,958522,4580.64,17818.8,110328514.8,46009950.49,84171740.2,39726957.51,0,5454875,NA,NA,NA,NA
2010,2202133,400,1569,0,NA,0,0,0,18000,0,0,NA,NA,NA,NA
2009,2208007,14454,56642,0,410.14,7592647.04,1063997.23,7381174.48,1942058.62,0,8149522.26,0,429190,0,0
2002,2909901,7648,11085,347.5,NA,49010.18,2717.66,447044.86,57012,22902.37,27381.79,NA,NA,NA,NA
2006,2913002,1304,2359,44,5,169215.42,29772.07,160577.08,117099.77,0,32000,NA,NA,NA,NA
2006,2926004,25900,21816,1065.12,65,2058897.45,452934,2058927.45,319893.72,13953.1,59106.49,NA,NA,NA,NA
2005,2930774,15471,19677,0,9.5,707252.99,120018.06,727252.99,202739.07,0,5852,NA,NA,NA,NA
2003,2932507,1086,16404,29.7,3.9,461819.72,10939.28,406115,NA,0,690409,NA,NA,NA,NA
2003,2933307,105953,235445,4837.8,1863.5,NA,5032798.91,16916220,NA,612186,612186,NA,NA,NA,NA
2003,2207009,4990,19993,43,NA,1110939,69555,983298,145176,334399,334399,NA,NA,NA,NA
2006,2211001,118818,759494,5040,4076,75689315.74,9248649.53,65134926.54,14605703.81,245044.09,5197996.48,NA,NA,NA,NA
1998,2102804,750,13400,0,NA,427871.69,0,428901.74,54851.36,0,18605.92,NA,NA,NA,NA
2022,2913002,1137,NA,40.77,6.3,1172272.35,158859.38,1139866.45,298910.23,67949.19,194737.34,0,0,0,0
2022,2915205,2840,NA,106.05,50.15,3469275.69,655346.72,3535002.57,227618.48,6321.33,195920.02,0,0,0,0
2022,2916104,7565,NA,413.4,709.14,8561806.69,2357488.68,8420439.16,1385045.71,425502.9,1868389.86,0,0,0,0
2022,2919801,13000,NA,0,0,5954871.96,0,6716380.22,1604826.94,1137.13,168933.59,0,0,0,0
2022,2101400,4000,NA,136.59,8.7,15802117.45,372629.54,16114084.38,5334625.93,0,1899200.66,0,0,0,0
2022,2200954,1400,NA,0,0,0,0,0,0,NA,NA,0,0,0,0
2021,2901601,12000,7324,0,NA,1850299.57,0,2076774.37,361432.71,687.3,173996.42,0,0,0,0
2020,2901601,12000,7257,0,NA,1808048.68,0,2068051.98,284016.11,0,111544.6,0,0,NA,NA
2021,2902658,800,4534,0,0,1055664.14,0,1105662.81,684613.41,378.5,36028.73,0,99289.21,0,0
2018,2905107,603,3304,8.59,0,1008327.1,35684.2,1037567.91,101113.41,0,0,NA,NA,0,0
2017,2905404,3822,9657,213.65,320.92,4748737.96,961899.34,4756895.36,348114.18,282039.5,1522250.97,NA,NA,0,0
2018,2905701,123804,280429,2922.13,1483,104558355.42,13131971.53,101763931.19,8503654.27,2445887.59,14104229.41,NA,NA,0,0
2020,2908200,315,14665,11.55,0,3783833.85,16734.58,3756069.68,884099.59,0,2002854.29,NA,NA,NA,NA
2021,2909505,2665,3376,111.23,17.1,1035961.2,371814.88,1085445.14,178795.05,93637.25,143625,0,0,0,0
2020,2910800,339302,568398,15170.55,5207.26,186008905.49,58927452.29,168921025.28,17212754.75,3548814.8,65384657.4,NA,NA,NA,NA
2020,2911006,8700,7284,0,NA,1616368.46,0,1456485.51,108282.1,0,703126,15000,25000,0,0
2021,2913002,1268,3649,39.81,5.13,696042.63,113560.66,719051.29,210095.42,1977.76,67186.58,0,0,0,0
2018,2915502,20587,16444,0,0,2200952.74,0,2200952.74,333425.32,0,21501,0,0,0,0
2019,2916005,8100,13636,0,0,2880321.04,0,2863436.43,138214.54,0,33725,0,0,0,0
2020,2917300,1333,20808,51.16,2.45,3632426.37,52966.52,3590776.2,100310.66,1580,118594.59,NA,NA,NA,NA
2017,2917334,5408,5526,168.09,29.28,1598840.81,655354.17,1425962.44,31128.06,0,0,NA,NA,0,0
2019,2917409,1380,5353,0,0,718676.6,0,707362.75,121341.51,3123588.92,4102655.24,7600,74810,0,0
2021,2918209,3132,5762,167.32,80.01,1958023.43,573994.48,2181892.84,137906.56,8231.33,332884.88,0,0,0,0
2021,2919801,14054,16534,0,0,5105265.15,0,6191247.29,1399079.56,16.8,205641.93,0,0,0,0
2019,2923001,1653,37717,63.5,124.88,5094800.43,86056.61,4763532.5,430384.67,0,592014.5,NA,NA,NA,NA
2018,2924108,561,1821,0,0,462703.09,0,464772.66,89580.18,0,0,0,0,0,0
2020,2928703,22158,89230,873.35,278.49,28579107.94,2776962.42,28468311.67,1819371.97,597333.99,2949499.95,NA,NA,NA,NA
2020,2930766,3985,3985,0,0,1446071.21,0,1438219.21,140604.69,0,89360.22,400289.37,400289.37,0,0
2020,2931301,7620,13139,0,0,1738215.46,0,1828209.82,402194.37,0,174570.13,0,2e+05,NA,NA
2018,2104057,4000,29749,70,1,2500000,0,3700000,8e+05,NA,NA,0,0,0,0
2021,2106508,9534,9575,0,NA,189228.55,11000,178956.27,181322.37,0,3602.34,0,167924354,NA,NA
2020,2202133,600,1674,0,0,327293.73,0,370729.24,240621.48,0,2423.43,0,0,0,0
2021,2202554,1664,1669,0,NA,273821.59,0,242457.97,472643.33,0,3730.56,35000,85000,0,0
2017,2210805,550,7407,0,0,1276464.69,0,1503455.37,225826.68,0,4614.57,0,0,0,0
2014,2904902,11880,17599,442.4,256.3,4105893.41,1009392.04,4061716.88,237151.94,2257672.25,2630535.17,NA,NA,NA,NA
2012,2914703,5202,48804,159.05,17.45,8371910.68,189457.96,8608506.84,736979.24,10000,NA,NA,NA,NA,NA
2016,2916401,72681,74632,493.12,2.66,7436816.77,2187890.39,7232170.96,1374316.65,0,62187,0,0,NA,NA
2016,2921500,2000,8790,0,1,2340552.33,1500,2432560.18,592102.93,6718.87,30157.2,0,0,0,0
2014,2922250,1376,1443,47.31,9.95,408265.02,124647.05,421823.46,138817.66,3233.19,10684.34,NA,NA,NA,NA
2012,2925303,84929,107943,3992.58,3414.22,20112136.56,8402286.4,19586278.48,1997209.53,930000,NA,NA,NA,NA,NA
2013,2927903,6197,9992,202.99,41.81,1681745.77,455379.83,1630740.64,25590.83,8419.37,66461.49,NA,NA,NA,NA
2015,2928505,2200,2561,0,10,1199260.45,40000,1186530.12,119437.01,117205.28,321327.84,30000,172000,0,292403.82
2016,2930709,42164,120715,4520,1969.68,33239342.11,4301253.44,22156867.04,2289636.56,543437.73,1572090.65,NA,NA,0,0
2014,2931301,7000,13478,0,0,1046040.36,0,1089302.73,77688.39,0,35375.4,0,0,0,0
2015,2111300,519175,1014301,3711,1476.41,216070034.97,94698798.4,138779152.12,57879486.68,54478639.91,70361157.51,0,0,0,0
2011,2904852,533,4679,12.38,0,489959,23255,561631,93971,NA,NA,NA,NA,NA,NA
2010,2906501,18585,75994,681.33,57.57,37731976,703936,44480606,817735,7378000,NA,NA,NA,NA,NA
2010,2909802,672,49885,NA,NA,4246018,0,4596712,496006,8668000,NA,NA,NA,NA,NA
2009,2914604,3191,61170,91.08,0.1,5946401.9,67972.12,6481217.92,1219367.26,NA,NA,0,0,0,0
2010,2918001,113143,139426,4701.21,1812.83,25642009,9681203,28058168,961876,3060000,NA,NA,NA,NA,NA
2011,2918803,2986,6147,114.54,26.8,764714,230042,813472,40514,NA,NA,NA,NA,NA,NA
