"Ano_Ref","id_mun","ES001","POP_URB","ES006","ES028","FN001","FN003","FN006","FN013","FN024","FN033","FN043","FN048","FN053","FN058"
2022,2921401,5959,NA,97.49,5.61,1264064.22,360918.65,1363377.01,269968.74,21644.97,168200.32,0,0,0,0
2022,2927705,13073,NA,572.87,370.27,9660162.32,3507013.14,9063815.41,847107.47,1472183.16,2248130.34,0,0,0,0
2022,2210607,15000,NA,40,NA,7614156.93,0,7992458.14,4676019.98,0,3453480.3,0,0,0,0
2017,2901007,987,27723,28.12,0,5711028.36,37096.31,5586854.22,393756.08,0,316027.53,NA,NA,0,0
2021,2904605,4522,47133,162.57,13.91,17337851.87,366921.99,17434672.64,1622293.11,1922.52,3239963.33,0,0,0,0
2019,2905404,3794,9632,211.49,297.11,6250906.68,1541226.41,6104553.71,493973.16,39790,764029,NA,NA,NA,NA
2019,2905800,2288,15678,66.34,11.9,3695917.81,160902.78,3802317.06,205277.21,23695.38,93587.89,NA,NA,NA,NA
2017,2906824,5714,9574,0,0,1793037.42,0,1771667.32,142199.9,0,0,0,0,0,0
2020,2907806,26810,17877,0,NA,4969528.83,0,4836993.07,449576.19,0,781147.58,60000,60000,0,4e+05
2017,2909307,3385,13456,499,NA,3008245.29,0,3008245.29,387719.88,0,108623.5,0,0,0,0
2019,2910057,32868,76247,1388.78,95.9,15550550.59,4798667.99,13593150.2,1995607.27,0,0,NA,NA,NA,NA
2020,2912202,4559,12549,0,NA,1140188.84,0,974291.94,122463.69,0,140672.28,15000,65000,0,0
2018,2913002,1362,3606,49.89,20,707909.2,123358.01,667969.16,118095.62,0,0,NA,NA,0,0
2017,2917102,18460,19306,0,0,2855978.72,0,2855978.72,267358.43,0,167222,0,0,0,0
2021,2917508,6338,56927,147.07,168.01,17741280.69,349584.68,18153061.37,2781405.44,6742340.61,12531557.88,0,0,0,0
2020,2918803,3317,6581,108.46,28.44,1820115.58,521734.58,1870650.9,100294.81,11493.16,126307.96,NA,NA,NA,NA
2019,2918902,669,2199,0,0,807076.27,0,733350.7,92841.75,0,100323.2,0,0,0,0
2020,2919926,15277,20788,545.44,585.04,7732367.84,2574271.56,7394421.25,348262.75,720383.74,3268224.44,NA,NA,NA,NA
2020,2922300,10029,18359,383.85,60.75,6644057.8,1709956.54,6811144.04,549164.38,16409.5,426338.27,NA,NA,NA,NA
2020,2923506,4148,5651,113.82,8.74,1553493.39,562403.93,1614402.64,135939.84,87642.52,159680.55,NA,NA,NA,NA
2017,2924108,561,1878,0,0,358843.76,0,352960.13,77445.53,0,11205.68,0,0,0,0
2017,2926004,24924,25708,443.52,128,2817226.87,758927.1,2815226.87,117000,0,69799.86,0,0,0,0
2021,2927705,12581,20300,560.98,230.24,8099386.08,2867340.35,7833870.26,706899.67,538410.53,1005243.48,0,0,0,0
2018,2927705,12093,19987,603.87,244,7067694.46,2374881.64,6760238.57,459827.07,15304,71804,NA,NA,0,0
2018,2929008,8222,9672,280.44,57,2116498.2,0,2142108.97,157709.31,0,0,NA,NA,0,0
2019,2930105,6014,61121,142.71,154.91,16455134.75,243546.05,15948578.57,2894533.99,264964.02,5628554.51,NA,NA,NA,NA
2019,2930501,10766,49708,269.64,105.03,14840781.28,458399.61,14808994.6,2950277.56,0,198037.84,NA,NA,NA,NA
2017,2103307,11220,82948,0,240,9893720.6,613762.69,10599040.2,2701477.51,0,579719.24,0,0,0,844000
2014,2905701,77714,268676,1768.91,839.79,65383728.23,5601830.48,64493496.06,5149638.49,12666841.74,27999376.3,NA,NA,NA,NA
2014,2906105,3829,3474,76.83,16.73,845582.56,200866.98,866989.23,79614.49,3846.25,77851.14,NA,NA,NA,NA
2015,2907202,23000,41724,910,76.12,3117066.38,482482,3208549.64,77456.75,0,90000,0,0,0,0
2015,2909901,10412,15015,611.15,12.48,1892441.08,182724.66,1979919.06,65984.57,36753.72,65101.29,0,0,0,0
2016,2913507,1872,15805,65.37,3.07,2327801.12,84539.85,2213717.95,137737.38,27937.15,57566.82,NA,NA,0,0
2012,2916807,18651,15394,0,NA,2087341.12,0,2002207.89,10971.46,NA,NA,0,0,0,0
2013,2917003,517,10294,12.79,NA,1535112.24,11839.97,1589070.86,244525.49,0,56239.45,NA,NA,NA,NA
2013,2918704,1100,2167,0,NA,267121.61,0,281030.41,160231.22,0,5821.73,1372.8,1071578.72,NA,NA
2016,2923100,12000,13779,0,1,2167612.35,100,2141065.92,130734.86,406.05,28005.32,0,0,0,0
2014,2925204,28256,31807,0,0,4671375.13,0,4786989.71,342160.89,0,135481.27,294000,294000,NA,NA
2012,2926004,12057,23716,718,102,2190570.16,730818.56,2190570.16,321284.86,0,24458.67,0,0,0,0
2015,2927606,4318,5626,103.85,0,1445314.41,302608.19,1466700.69,204485.22,208902.45,507765.8,NA,NA,0,278217.87
2015,2103000,9044,123125,162.71,5.36,15806862.25,10457.67,15806862.25,4515665.16,0,1170930.13,0,0,0,0
2014,2103307,9930,82366,0,391,6736416.68,530996.37,7346813.54,1960000,15400.11,785507.39,0,0,0,0
2014,2202133,200,1620,0,20,72938.83,0,0,22127.48,0,0,0,0,0,0
2012,2208007,13579,59949,1142.97,12.31,10318035.62,1274464.33,9901314.29,1751739.76,1446822.05,1446822.05,0,0,0,0
2007,2905701,35547,210508,632.46,130,27936216.62,1378069.94,30010855.26,5534318.45,1928000,2640000,NA,NA,NA,NA
2009,2924652,3742,5225,NA,50,388386.47,0,420306.81,100326.37,14000,NA,0,0,0,0
2010,2928802,457,27690,18.73,NA,2632094,7937,2915557,635797,NA,NA,NA,NA,NA,NA
2004,2919926,4629,13010,182.98,197.6,1530320.32,0,1722514.18,NA,0,0,NA,NA,NA,NA
2003,2105302,67887,219461,4640,223,11909036,3878878,10622296,3005987,512226,8524289,NA,NA,NA,NA
2004,2208007,2593,53489,0,NA,3497866,39188,3670706.33,1084948,0,0,NA,NA,NA,NA
2001,2930709,26940,78978,462.1,NA,4994382,140829,3853417.94,NA,NA,NA,NA,NA,NA,NA
2022,2906105,2159,NA,100.17,46.89,1926175.42,532907.3,1947978.24,505574.07,286576.68,1200490.39,0,0,0,0
2022,2913200,17832,NA,701.44,99.84,9619905.92,3799057.49,9650509.5,305526.26,526319.89,943533.59,0,0,0,0
2022,2922300,10086,NA,401.23,75.55,7754410.54,2030135.98,7889719.01,453674.17,686352.82,1356653.65,0,0,0,0
2022,2928505,4400,NA,0,0,2290655.69,0,2420468.57,336125.38,647988.13,1060524.81,0,0,0,0
2022,2202554,400,NA,0,NA,292563.88,0,355836.63,484723.18,0,5475.05,75000,75000,0,0
2022,2206001,1243,NA,48.39,NA,1498757.16,242664.31,1486714.38,147377.25,0,22875.21,0,0,0,0
2021,2905800,2219,15735,69.49,10.5,4130252,204569.1,4360961.85,278501.85,125954.59,389281.63,0,0,0,0
2021,2907558,1490,2497,63.77,21.43,1459298.52,299951.78,1431605.13,121358.5,7491.05,101635.26,0,0,0,0
2018,2908200,443,14426,14.34,12,3250131.31,15244.69,3356639.75,712973.44,0,0,NA,NA,0,0
2017,2911709,49036,68894,1750.67,301.71,26825915.68,7863544.83,23024089.54,2724975.01,1016454.08,2960864.25,NA,NA,0,0
2021,2912202,5500,12679,0,NA,1177946.22,0,1073795.23,157167.84,53.82,42147.35,18000,74000,0,0
2019,2915403,3484,5357,138.35,42.39,1288964.69,411362.33,1337457.86,46296.5,0,0,NA,NA,NA,NA
2018,2916807,17314,16216,1,200,5351568.01,2e+06,5362683.45,158301.08,0,328101.97,2e+05,215000,0,3e+05
2020,2917003,357,9700,13.81,0,3090347.39,23524.01,3149602.56,426096.74,3697372.12,5308518.2,NA,NA,NA,NA
2017,2917201,3600,7094,0,0.25,1434431.29,0,1436812.53,10091.48,0,0,0,0,0,0
2021,2917607,17385,41822,731.99,23.16,10844210.38,2467655.88,10287554.89,1191230.44,1962387.92,2375934.4,0,0,0,0
2018,2918803,2947,6474,115.26,30,1600042.6,461476.05,1566301.89,48226.46,6785.03,2262711.76,NA,NA,0,0
2020,2921104,18000,17979,0,NA,4445120.63,0,4392357.16,369704.55,0,348441.39,0,0,0,0
2020,2928109,14709,23500,227.9,42,6971672.47,871104.33,8387654.26,1183390.87,0,47977.98,0,0,0,0
2020,2928406,3650,16174,0,45.51,2676160.62,213093.41,3060351.17,365424.56,5637.18,102494.2,0,0,0,0
2017,2928802,4728,31170,73.03,0,6408236.58,149498.09,6420152.33,591392.06,171423.78,381208.84,NA,NA,0,0
2020,2930501,7441,49969,270.87,81.39,15966806.36,489067.97,16140437.69,2964355.04,0,1448528.22,NA,NA,NA,NA
2018,2931608,9250,5076,0,0,779405.04,0,770502.8,50447.99,0,0,0,132400,0,0
2018,2931905,12626,21183,464.63,93,6629415.45,1749244.83,6671873.99,311964.98,81361.78,81361.78,NA,NA,0,0
2019,2103604,3778,45548,166.52,33.22,8039241.62,0,5927978.21,2157353.48,0,636687.55,0,0,0,0
2020,2105401,3120,38359,88.31,17.66,7095907.66,283364.18,7111284.1,1164017.59,3048303.43,3101498.28,0,0,0,0
2016,2900207,6919,10550,219.19,46.37,1976735.67,602203.35,1648143.38,184875.76,24167.94,65463.04,NA,NA,0,0
2012,2903706,3304,5506,0,0,871664.04,0,815082.1,163858.25,NA,NA,0,0,0,0
2014,2907202,21157,41338,910,75.85,2871400.43,606777.07,3113840.57,61341.39,0,84540,0,0,0,0
2012,2909901,13719,13916,398.98,3,1307746.53,128550.15,1354134.4,246973,29016,57766,0,0,0,0
2015,2914901,8442,15494,329.47,472.55,3892881.27,1143763.88,3731428.57,266452.33,39150.59,93865.82,0,3500,0,0
2016,2917334,4130,5510,151.2,26.4,997823.32,49442.79,1036134.25,43878.43,780.41,2113.87,NA,NA,0,0
2013,2921005,10828,33057,1002.83,1720.54,16732683.67,5167238.09,16758594.76,788652.64,1162350.89,1642688.31,NA,NA,NA,NA
2016,2928604,24059,47892,830.74,559.83,9555406.51,2443992.3,9026592.42,340637.54,143674.75,400958.38,NA,NA,0,0
2014,2932903,67916,70055,0,42.05,12380196.32,0,12380196.32,625046.87,0,454947.52,0,0,0,0
2012,2932903,65876,65563,0,20.56,10134237.25,28.88,10134237.25,679505,102166.32,332970.23,0,0,0,0
2012,2103307,9630,81760,0,374,448164.04,32276.31,611736.1,112497.69,7083.33,483776.14,0,0,0,0
2016,2200806,3109,2275,0,10,428008.61,600,452739.04,60785.06,0,0,5000,33000,0,0
2016,2205359,1800,702,0,0,0,0,0,35828,NA,NA,0,51638.5,0,0
2014,2205359,1040,703,0,NA,0,0,0,36000,NA,NA,0,78000,0,0
2012,2211001,135540,782641,6120.03,3722.29,157290236.62,21509853.41,141301772.48,18643398.28,5587855.13,12071029.57,1076239.15,4542402.26,0,0
2008,2905701,37866,217630,708.25,183.62,30870357.18,1578779.77,33755641.18,5128762.81,8385000,8886000,NA,NA,NA,NA
2011,2906303,15047,25727,517.76,156.94,3111043,803026,3254288,156692,0,182000,NA,NA,NA,NA
2011,2913903,2373,40452,83.35,9.25,5383500,181273,5718793,237906,699000,699000,NA,NA,NA,NA
2008,2913903,1153,39030,39.78,8.87,3625867.28,50541.98,4153154.67,226568.28,652000,652000,NA,NA,NA,NA
2011,2914901,3582,13909,108.2,295.25,2113007,215966,2162755,263080,1606000,1606000,0,18000,0,0
2010,2915809,138,19698,NA,NA,NA,NA,2072991,86036,NA,NA,NA,NA,NA,NA
2007,2916401,58688,60723,473.89,3.78,3283048.53,774666.82,3474951.93,617999.51,1775226.84,1888777.44,NA,NA,NA,NA
2010,2928109,1670,23816,98.55,15.96,3357151.1,0,3357151.1,284334.29,0,531874.03,NA,NA,NA,NA
2007,2928703,5222,73312,175.15,3,5411511.83,108497.04,5672027.4,597240.47,0,0,NA,NA,NA,NA
2010,2931053,16000,7317,0,50,658800,5000,717549,21289,50000,120000,NA,NA,0,0
2008,2931350,5041,114866,219.59,0,8082881.22,131738.29,8741631.29,700741.27,0,0,NA,NA,NA,NA
2004,2909901,10347,11532,248.7,0,397329.31,21293.07,507515.19,85000,108500,153308.89,NA,NA,NA,NA
2003,2102804,750,14237,0,0,583214.98,0,583214.98,119931.39,0,6355,NA,NA,NA,NA
2006,2105302,75254,220564,2200,19,15849402.69,6304843.63,14175808.89,2431941,8694.18,300028.86,NA,NA,NA,NA
2005,2202901,1537,13308,0,0,989462.06,80656,884772.91,169210.84,0,0,NA,NA,NA,NA
2001,2918001,80385,130474,2195.19,NA,7821230,2589177,8129110.59,NA,NA,NA,NA,NA,NA,NA
2022,2910503,3252,NA,268.27,107.37,8482010.6,800650.14,7697748.01,1223427.33,330558.07,2195191.06,0,0,0,0
2022,2919959,955,NA,0,0,1143940.63,40000,1135877.45,253569.6,1654.61,2266144.96,0,0,0,0
2022,2929206,14546,NA,586.91,524.59,11180755.14,2465605.52,10974364.57,1510768.86,69863.79,1222549.44,0,0,0,0
2022,2932903,62528,NA,0,52.08,24314220.07,0,24546753.3,2072549.58,0,384326.2,0,0,0,0
2022,2202901,3967,NA,162.77,35.11,6453090.05,1063392.62,5868410.65,761165.94,0,170293.82,0,0,0,0
2019,2904605,5064,46942,157.45,31.62,15684599.42,368977.73,15433222.98,1428488.52,286888.39,1914536.82,NA,NA,NA,NA
2018,2905602,9102,25074,291.8,82,5059831.43,1172874.77,5050433.25,129532.09,15924.42,29720.42,NA,NA,0,0
2020,2907558,1531,2501,62.24,20.09,1417823.43,303183.02,1275548.92,126117.41,19164,97722.43,NA,NA,NA,NA
2021,2916500,36173,7484,504,NA,3509819.6,10080,3706340.81,1037932.24,7357.08,273405.98,303578.41,303578.41,0,0
2018,2922250,1343,1409,41.1,8,827135.54,159194.92,760681.76,74019.04,0,0,NA,NA,0,0
2018,2922706,8654,6745,57,456,2456722.89,121560,2399260.05,51589.78,0,0,0,0,0,0
2017,2922706,8654,7027,57,456,2309877.54,121560,2264485.98,45738.75,0,0,0,0,0,0
2021,2928802,4462,31036,246.52,76.89,10124380.88,968725.23,10321844.31,1194592.69,10253.33,1070273.55,0,0,0,0
2019,2928802,5470,30564,165.66,76.7,8707190.97,595086.68,8243901.94,703305.84,0,0,NA,NA,NA,NA
2020,2929008,8820,9701,236.43,0,2182694.12,940695.77,2175591.22,252666.66,53402.18,161840.99,NA,NA,NA,NA
2021,2101202,4830,81815,0,NA,11929793.84,347950.04,9520687.74,5050661.77,0,0,0,0,0,0
2021,2112001,2060,5152,250,12,991363.96,0,510119.15,132709.53,0,19828.1,0,0,0,0
2017,2200400,2190,28123,61.63,8.12,3139830.24,150629.47,3029682.15,752460.19,0,10984.19,0,0,0,0
2021,2202133,600,1680,0,0,375064.68,0,389392.82,245332.36,0,5991.36,0,0,0,0
2018,2208007,39723,61951,1251.11,307.92,16753537.27,3629358.72,17860336.16,3361905.81,89702.59,100369.14,0,0,0,0
2013,2902807,8000,11004,0,NA,91569.24,0,86747.32,100787.61,0,7548.21,0,0,0,0
2015,2903904,47204,47204,1450,510,6776657,1050116,7006164,888252,15180,229136,0,0,0,0
2012,2903904,25000,43954,313,350,4823369,631005,5122011,585078,88700,262368,0,0,0,0
2016,2904852,691,5146,20.07,0.13,1207473.85,61656.38,1200151.33,173311.34,69456.74,796368.1,NA,NA,0,518393.16
2016,2907707,2744,2833,91.7,0.26,1150949.88,139528.73,1085093.26,74733.96,63396.79,100370.74,NA,NA,0,0
2015,2916708,5113,5113,0,0,559414.43,0,572255.32,103604.23,2186.77,5242.9,10000,16000,0,0
2016,2917508,4138,58820,108.58,67.44,11917505.59,154973.79,11851347.43,1051241.8,1646611.6,4526549.89,NA,NA,0,0
2016,2921005,18197,34434,1273.18,631.83,22119832.15,7342146.67,20250813.22,994347.38,1020110.62,2892559.46,NA,NA,0,0
2016,2922003,11922,31736,579.07,70.51,3609888.4,800930.24,3360876.4,128867.75,174229.35,489656.31,NA,NA,0,0
2012,2922250,1447,1303,NA,7.51,313172.71,52585.86,317397.42,171883.02,NA,NA,NA,NA,NA,NA
2015,2922300,8912,19191,267.4,90.61,3738489.42,745063.3,3758412.16,454516.59,1144191.68,2189329.17,NA,NA,0,117778.55
2014,2923001,956,37176,15.05,3.97,291856.07,0,440482.24,249264.06,2182.22,128921.37,NA,NA,NA,NA
2016,2924009,34410,103343,1436.24,133.7,25322679.1,4960319.49,24160585.04,818021.22,207953.17,670313.77,NA,NA,0,0
2016,2924652,5250,6232,75,NA,953511.25,0,921799.87,101672.33,98942.52,268002.95,0,50000,46262.53,46262.53
2015,2927408,2330429,2920287,136625.08,38565.8,1001838192.93,400649755.09,853902241.01,64902192.26,23563204.28,64541571,NA,NA,824339.12,16848755.57
2015,2928109,6604,24694,82,52.14,5191874.41,26178.34,5347015.45,820880.54,0,583626.83,0,0,0,0
2012,2928406,3360,15136,61,26.6,1103700.51,95161.46,1222109.76,158426,0,11570.89,NA,3521188.68,NA,NA
2013,2928703,10882,86639,304.58,63.12,13667707.15,429582.33,14185030.33,702805.81,484134.41,1005922.64,NA,NA,NA,NA
2010,2910107,400,2241,NA,NA,168200,200,168000,0,0,650000,NA,NA,NA,NA
2010,2913507,1940,14580,60.65,2.91,1259364,48994,1420830,118431,NA,NA,NA,NA,NA,NA
2009,2914703,3646,47464,130.81,1.2,4897715.26,85859.11,4952731.48,357601.42,309000,NA,0,0,0,0
2011,2916401,62200,67047,502.67,3.5,5116461.06,1307411.31,5330830.61,867131.64,80812.35,278386.09,0,0,NA,NA
2011,2917102,3000,18113,0,0,1614987.29,0,1614987.29,173912.91,0,148936.23,0,0,NA,NA
2009,2918803,2813,6003,116.51,32.61,639045.56,195632.23,646806.9,42253.69,NA,NA,0,0,0,0
2011,2921203,3905,15977,0,0,1814656,0,1843778,165294,1024000,1024000,NA,NA,NA,NA
2010,2922003,7531,27492,382.26,NA,1781412,237429,2203895,91402,175000,NA,NA,NA,NA,NA
2008,2922300,1079,17587,38.24,0,1378211.89,29819.42,1493351.82,230980.36,3956000,3956000,NA,NA,NA,NA
2008,2930709,23065,102431,1137.54,517.31,15108541.03,1430547.55,16046566.03,426969.85,0,0,NA,NA,NA,NA
2006,2905701,31952,188215,516,76,16859661.16,1136914.92,25808274.65,3971854.88,5426000,10665000,NA,NA,NA,NA
2006,2913507,971,13348,2.8,4,707271.36,1276.72,701995.76,95559.43,221000,221000,NA,NA,NA,NA
2004,2928703,5306,71972,179.59,2.7,3528307.33,78767.91,3755913.56,NA,0,0,NA,NA,NA,NA
2006,2928802,0,21152,3,0,1406837.46,1168.05,1489509.54,564112.11,0,0,NA,NA,NA,NA
2022,2909901,10359,NA,962.25,37.5,3571030.31,209575.03,4107713.7,263013.3,45800,144520,0,0,0,0
2022,2910750,8280,NA,0,0,3663074.22,0,3594185.04,1118612.4,8729.02,892006.64,150525,150525,0,0
2022,2915809,1561,NA,37.98,12.62,4450391.26,142119.77,4550295.11,185555.83,338695.85,520029.07,0,0,0,0
2022,2921708,13017,NA,450.98,0,6657373.22,2248367.87,6565616.12,683841.76,35204.06,501935.34,0,0,0,0
2022,2933158,7276,NA,282.79,27.84,3430158.14,1338383.59,3093020.38,303682.05,122805.39,639721.16,0,0,0,0
2019,2903201,136236,139959,4528.46,1342.79,64702285.83,22771962.16,57111156.3,2149239.81,3638261.95,6307240.03,NA,NA,NA,NA
2019,2903805,6807,6807,0,NA,2309038.03,0,2383227.16,390456.88,0,131489.45,0,0,0,0
2018,2906824,6084,9262,0,NA,1969377.11,0,1980905.27,157669.99,0,0,0,0,0,0
2021,2908408,2187,39409,71.73,55.82,10696026.47,156107.76,10708733.17,4421547.5,30387.92,728623.67,0,0,0,0
2018,2911709,52722,66677,2039.38,321,30358403.99,9764380.65,26398209.44,2116271.93,408869.4,2573577.41,NA,NA,0,0
2021,2913408,8061,8100,300.83,42.72,1755677.4,364497.14,1921208.73,357726.04,27126,284920.77,0,0,0,0
2020,2914000,10490,29054,245.78,79.75,10448196.98,948709.55,10043993.33,1403838.23,3550625.21,5121047.8,NA,NA,NA,NA
2020,2914109,4141,6382,149.1,58.56,2045408.5,687715.18,2024042.94,133637.47,106856.29,203673.74,NA,NA,NA,NA
2021,2919009,433,1181,15.71,3.95,524971.26,36198.88,542005.13,275058.85,20222.85,142818.38,0,0,0,0
2020,2919009,437,1189,14.36,1.73,478128.06,36494.86,486880.04,226374.64,19726.54,152611.34,NA,NA,NA,NA
2017,2921005,24819,34883,1475.37,1728.51,25179295.5,8938374.37,23699316.23,1794052.31,2855595.02,3279034.48,NA,NA,0,0
2021,2929008,8805,9716,242.72,25.55,2237649.84,973591.99,2295879.77,214786.59,28508.94,190770.54,0,0,0,0
2021,2930709,63318,122904,4667.35,1044.55,37888592.11,6571489.65,34608290.25,2045565.8,3037068.38,7440540.67,0,0,0,0
2021,2931202,7200,9969,0,0,2351007.92,0,2351007.9,267986.09,0,9325,0,0,NA,NA
2018,2931350,66972,148048,2873.41,519,32396384.61,8784313.28,32436100.79,1610690.13,2610446.04,2983495.58,NA,NA,0,0
2017,2931350,64631,151080,2513.99,491.59,29148665.26,7142454.08,28586236.7,1440017.95,2734465.45,4410521.31,NA,NA,0,0
2017,2931509,4000,7283,0,0,2525261.6,0,2591357.39,339574.86,0,167491.76,0,0,0,0
2020,2103307,11365,84532,0,230,12259941.88,683454.44,12639363.13,2858860.04,0,540091.03,0,0,0,0
2017,2105989,900,3455,130,15,90000,15000,60000,35000,NA,NA,30000,120000,0,0
2021,2207108,15,1004,0,0,250000,0,0,30000,NA,NA,0,250000,0,NA
2019,2208007,57188,62126,1196.19,240.37,19414871.03,4492864.29,20204044.83,4377110.72,0,675379.19,0,0,0,0
2018,2208502,4764,7900,113.33,92.89,1325480.84,341920.5,1411181.61,328990.21,0,862.7,0,0,0,0
2018,2210805,550,7511,0,0,1374165.29,0,1532217.72,206474.8,0,1181.48,0,0,0,0
2015,2907301,657,16845,18.39,0.19,2730407.41,23902.82,2858836.47,320992.99,313859.49,840978.4,NA,NA,0,641657.02
2014,2915601,34596,53039,1298.32,416.2,11563557.77,3739848.78,11645292.22,538367.17,113836.42,1095717.18,NA,NA,NA,NA
2013,2917102,16890,19183,0,0,1642978.73,0,1642978.73,168300.4,0,81841.57,0,0,0,0
2013,2922003,7522,30469,432.26,47.14,2909896.43,393000.99,2999137.21,87144.87,459588.79,524341.66,NA,NA,NA,NA
2013,2922250,1412,1432,47.39,6.35,382878.36,117892.22,347895,145690.27,0,11976.66,NA,NA,NA,NA
2014,2923506,3138,5648,106.98,14.36,823074.4,259423.8,838229.93,75794.75,7699.8,25672.78,NA,NA,NA,NA
2013,2927606,2123,5731,10.19,NA,1127197.52,117706.86,1139132.17,122519.99,0,13209.37,NA,NA,NA,NA
2014,2928703,14641,87635,428.24,142.49,15487413.93,661366.2,16219263.03,814603.49,3294908.99,5103275.97,NA,NA,NA,NA
2014,2931202,7409,9720,0,0,1603769.53,0,1603769.53,131183.91,0,164164.49,0,0,0,0
2016,2111631,1444,1444,0,25,220000,40000,230000,41587.5,NA,NA,0,0,0,0
2013,2202901,2708,16014,196.09,4.74,2463072.75,257583.02,2438031.49,279366.45,0,0,0,0,0,0
2015,2204709,3500,7377,0,0,1162357.63,0,1261656.63,219442.03,0,0,18000,18000,0,0
2016,2210003,16000,13923,0,300,4991601.43,2208797.94,5174259.25,620125.42,0,0,0,0,0,0
2007,2919207,36790,144492,2541.94,109,18170495.95,1311592.56,17719371.49,1996866.98,0,0,NA,NA,NA,NA
2011,2927200,1544,22140,70.66,0,2252373,153372,2429788,588686,NA,NA,NA,NA,NA,NA
2011,2927705,9949,19134,406.34,134.95,2986502,884429,3112441,209333,0,226000,NA,NA,NA,NA
2007,2933208,7129,33034,310.73,201,4430978.68,366728.25,4932407.51,1253303.02,0,1000,NA,NA,NA,NA
2003,2903201,11098,108548,418.1,36.8,6989746.8,283770.96,5648463,NA,0,0,NA,NA,NA,NA
2004,2905701,27443,177957,378.26,93,19095123.27,467376.92,19819689.14,NA,0,6659,NA,NA,NA,NA
2006,2930774,15560,19689,0,4.9,956409.27,171289.2,915428.34,241932.37,0,5476,NA,NA,NA,NA
2006,2932507,774,17974,38,15,742382.2,15890.36,760734.79,86561.55,0,0,NA,NA,NA,NA
1998,2909901,5598,9825,NA,NA,324250.75,0,373413.27,20787.27,51094.35,165836.55,NA,NA,NA,NA
1999,2933604,1853,28354,88,NA,864574.37,5018.13,822508.31,58203.56,205647.31,313276.92,NA,NA,NA,NA
2022,2901700,11146,NA,0,NA,1289273.36,2200,1331282.23,331805.43,3264.59,451988.96,0,0,0,0
2022,2908606,5208,NA,226.22,88.92,5240449.3,1117145.89,5173507.09,474251.98,181019.68,777779.13,0,0,0,0
2022,2917003,3787,NA,59.98,26.87,4425441.72,290238.72,4458534.29,735611.89,9854778.14,11241461.08,0,0,0,0
2022,2103604,3778,NA,126.8,12.36,7888163.62,0,6107761.31,2634880.2,0,305925.75,0,0,0,0
2022,2208403,13673,NA,436.03,37.08,12864344.28,0,13308626.98,2281891.22,1479421.26,3129444.27,0,0,0,0
2017,2900207,6701,10683,207.43,40.34,2274306.43,700150.22,1831618.66,198715,0,0,NA,NA,0,0
2020,2902302,5666,5666,0,NA,994287.31,0,1015411.92,32151.67,0,64754.3,0,0,0,0
2020,2903409,13279,12279,513.91,111.81,3859587.09,1519190.33,3447918.37,176562.54,59807.08,179795.78,NA,NA,NA,NA
2018,2903409,12438,12162,570.53,168,3578702.16,1381566.14,3211352.81,187987.42,713206.88,713206.88,NA,NA,0,0
2020,2906873,1337,25271,43.63,0,7262397.18,113877.43,7058283.32,664425.24,70283.84,2385852.98,NA,NA,NA,NA
2018,2907806,26700,18306,0,NA,4452657.09,0,4303673.94,781317.45,0,1033001.4,2e+05,2e+05,0,0
2017,2907806,25000,19030,0,NA,4113669.39,0,3992443.06,1532287.02,0,45252.75,80000,80000,0,250000
2018,2911402,2026,2852,81.81,38,2244089.53,331958.75,2181701.89,180154.41,0,0,NA,NA,0,0
